IDP;NOMBRE;DESCRIPCION;PRECIO
1331;GASEOSAS, COCA COLA;GASEOSA COLA ZERO COCA COLA PET X 1.5 LT;26.46
1332;GASEOSAS, CUNNINGTON;GASEOSA LIMA LIMON REGULAR CUNNINGTON PET X 2.25 L;23.53
1333;GASEOSAS, LIMIT;GASEOSA LIMA LIMON REGULAR LIMIT 2.25 LT;18
1334;GASEOSAS, SPRITE;GASEOSA LIMA LIMON ZERO SPRITE PET X 1.5 LT;26.46
1335;GASEOSAS, MIRINDA;GASEOSA NARANJA REGULAR MIRINDA PET X 1.5 LT;20.95
1336;GASEOSAS, FANTA;GASEOSA NARANJA ZERO VITAMINA C FANTA PET X 1.5 LT;26.46
1337;GASEOSAS, ANTARTICA;GASEOSA SABOR GUARANA ZERO ANTARTICA X 1.5 LT;23.76
1338;JUGOS EN POLVO, VERAO;JUGO EN POLVO ANANA VERAO X 10 GRS;2.75
1339;JUGOS EN POLVO, BC LA CAMPAGNOLA;JUGO EN POLVO MANZANA BC LA CAMPAGNOLA X 8.5 GRS;3.09
1340;JUGOS EN POLVO, VERAO;JUGO EN POLVO MANZANA VERAO X 10 GRS;2.75
1341;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA DURAZNO VERAO X 10 GRS;2.75
1342;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA VERAO X 10 GRS;2.75
1343;JUGOS NATURALES, BC LA CAMPAGNOLA;JUGO NATURAL NARANJA BC X 1 LT;24.52
1344;AZUCAR, DOMINO;AZUCAR BLANCA MOLIDA DOMINO X 1000 GRS;15.1
1345;AZUCAR, LEDESMA;AZUCAR MOLIDA CLASICA LEDESMA BOLSA X 1 KG;18.49
1346;AZUCAR, CHANGO;AZUCAR TIPO A BOLSA CHANGO X 1000 GRS;18.49
1347;CACAO, ARCOR;CACAO EN POLVO ARCOR BOLSA X 360 GRS;22.28
1348;CAFÉ, LA MORENITA;CAFE INSTANTANEO LA MORENITA X 100 GRS;43.35
1349;ENDULZANTES, TUY;EDULCORANTE SOBRES C/ASPARTAMO TUY CAJA X 100 UNI;29.85
1350;GALLETAS AGUA, OKEBON;GALLETITAS 10 SEMILLAS OKEBON X 225 GRS;26.49
1351;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS 5 SEMILLAS PASEOX150G;17.36
1352;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS PASEO X 150 GRS;12.68
1353;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS SALVADO PASEO X150GRS;17.36
1354;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS SESAMO PASEO X 150GRS;17.36
1355;GALLETAS DULCES, OKEBON;GALLETITAS CHISPAS CHOCO BLANCO OKEBON X 145 GRS;14.99
1356;GALLETAS DULCES, OKEBON;GALLETITAS CHISPAS CHOCOLATE OKEBON X 145 GRS;14.99
1357;GALLETAS DULCES, MACUCAS;GALLETITAS CHOCOLATE RELL VAINI MACUCAS X 123 GRS;8.82
1358;GALLETAS DULCES, TERRABUSI;GALLETITAS ROCOCO TERRABUSI X 160 GRS;18.36
1359;GALLETAS DULCES, VOCACION;GALLETITAS VAINILLA CLASICAS VOCACION 3 X 155 GRS;19.52
1360;GALLETAS DULCES, OKEBON;GALLETITAS VAINILLA PANAL FORTI PLUS OKEBON X 280G;19.35
1361;INFUSION TE, LA MORENITA;TE EN SAQUITOS RAPIDA INFUSION LA MORENITA X 25 UN;9.61
1362;INFUSION TE, ROSAMONTE;TE EN SAQUITOS ROSAMONTE X 25 UNI;8.87
1363;INFUSION TE, LA TRANQUERA;TE EN SAQUITOS SIN SOBRE LA TRANQUERA X 50 UNI;20.51
1364;INFUSION TE, TARAGUI;TE FILTRO ESPECIAL S/ENS. SAQ. TARAGUI X 25 UNI;9.82
1365;INFUSION YERBA, ROMANCE;YERBA MATE  ROSAMONTE JUNIOR  1 KL;58.07
1366;INFUSION YERBA, UNION;YERBA MATE BCP ORIGEN CONTROLADO UNION X 500 GRS;29.58
1367;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 1 KG;53.65
1368;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 500GRS;29.34
1369;INFUSION YERBA, AMANDA;YERBA MATE CAMPO AMANDA X 1 KG;59.72
1370;INFUSION YERBA, MANANITA;YERBA MATE CAMPO Y MONTE MANANITA X 1 KG;51.8
1371;INFUSION YERBA, AMANDA;YERBA MATE CON PALO AMANDA X 1 KG;52.84
1372;INFUSION YERBA, ROSAMONTE;YERBA MATE CON PALO JUNIOR ROSAMONTE X 500 GRS;28.1
1373;INFUSION YERBA, ROMANCE;YERBA MATE CON PALO ROMANCE X 1 KG;52.87
1374;INFUSION YERBA, TARAGUI;YERBA MATE LIVIANA TARAGUI X 1 KG;58.2
1375;INFUSION YERBA, NOBLEZA GAUCHA;YERBA MATE SUAVE NOBLEZA GAUCHA X 500 GRS;27.55
1376;INFUSION YERBA, ROMANCE;YERBA MATE SUAVE ROMANCE X 1KG;59.72
1377;LECHE EN POLVO, PURISIMA;LECHE EN POLVO ENTERA PURISIMA CJ X 400 GRS;52.03
1378;LECHE LARGA VIDA, CARREFOUR;LECHE ENTERA UAT CARREFOUR X 1000 CC;21.91
1379;LECHE LARGA VIDA, VERONICA;LECHE ENTERA UAT VERONICA X 1L;21.91
1380;MATE COCIDO, CACHAMATE;MATE COCIDO CACHAMATE X 25 UNI;12.94
1381;MERMELADA, DULCOR;MERMELADA DE DURAZNO DULCOR FRASCO X 454 GRS;22.81
1382;MERMELADA, ARCOR;MERMELADA DE DURAZNO LIGHT ARCOR FRASCO X 390 GRS;32.88
1383;CARNE VACUNA;ESPINAZO;29.38
1384;CARNE VACUNA;PALETA;117.87
1385;CARNE VACUNA;PICADA COMÚN;55.33
1386;CARNE VACUNA;ROAST BEEF;103.7
1387;CARNE VACUNA;TAPA DE ASADO;104.88
1388;PANADERIA;PAN FRESCO;30.78
1389;FRUTAS;MANZANA;23.76
1390;VERDURAS;CEBOLLA;15.01
1391;VERDURAS;Lechuga x 1 Kg;26.89
1392;VERDURAS;PAPA;11.23
1393;VERDURAS;Zanahoria x 1 Kg;20.85
1394;HAMBURGUESA, PATY;HAMBURGUESA CONGELADA EXPRESS PATY X 4 UNI;35.7
1395;HAMBURGUESA, SWIFT;MEDALLON DE CARNE SUPERCONGELADO SWIFT X 4 UNI;35.08
1396;LECHE CHOCOLATADA, 7DIAS;LECHE CHOCOLATADA 7 DIAS X 200 CC;8.33
1397;LECHE CHOCOLATADA, MILKAUT;LECHE CHOCOLATADA UAT MILKAUT X 1L;24.76
1398;POSTRE LACTEO, SER;FLAN DE VAINILLA SER PACK X 2 U;15.26
1399;POSTRE LACTEO, SERENITO;FLAN FORTIFICADO VAINILLA SERENITO X 210 GRS;15.26
1400;POSTRE LACTEO, DANETTE;FLAN VAINILLA CON CARAMELO DANETTE X 2 U;15.26
1401;POSTRE LACTEO, ROYAL;MOUSEE CHOCOLATE MANJARES LIGHT ROYAL X 40 GRS;11.63
1402;POSTRE LACTEO, ROYAL;MOUSSE DULCE DE LECHE LIGHT ROYAL X 30 GRS;11.63
1403;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE  SHIMY X 120 GRS;9.25
1404;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE C/DD LECHE SHIMY X 120 GRS;9.25
1405;POSTRE LACTEO, SHIMY;POSTRE DULCE DE LECHE SHIMY X 120 GRS;9.25
1406;POSTRE LACTEO, DANETTE;POSTRE FLAN DULCE DE LECHE DANETTE X 2 UNI;15.26
1407;POSTRE LACTEO, SHIMY;POSTRE VAINILLA C/DD LECHE SHIMY X 120 GRS;9.25
1408;POSTRE LACTEO, SHIMY;POSTRE VAINILLA SHIMY X 120 GRS;9.25
1409;QUESO CREMA, CASANCREM;QUESO CREMA CLASICO CASANCREM X 500 GRS;61.21
1410;QUESO CREMA, CASANCREM;QUESO CREMA LIGHT CASANCREM X 500 GRS;59.69
1411;QUESO CREMA, VERONICA;QUESO UNTABLE VERONICA X 190 GRS;28.84
1412;SALCHICHAS, ICB;SALCHICHAS ICB X 6;15.8
1413;SALCHICHAS, LA BLANCA;SALCHICHAS SIN PIEL LA BLANCA X 6 U;15.82
1414;TAPA DE EMPANADA, FARGO;TAPA P/EMPANADA HORNO FARGO X 16 U;25.49
1415;TAPA DE TARTA PASCUALIN, LA SALTENA;TAPA PASCUALINA LIGHT LA SALTENA 2 X 400 GRS;32.55
1416;YOGURT, LA SERENISIMA;YOGUR ENT FRUTI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.6
1417;YOGURT, LA SERENISIMA;YOGUR ENT VAINI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.6
1418;YOGURT, SANCOR;YOGUR ENT. DESC FRUTILLA SANCOR YOGS BOTELLA X 185;15.9
1419;YOGURT, SANCOR;YOGUR ENT. DESC VAINILLA SANCOR YOGS BOTELLA X 185;15.9
1420;YOGURT, LA SERENISIMA;YOGUR ENTERO FRUTILLA FIRME YOGURISIMO 2 X 125 GRS;21.6
1421;YOGURT, LA SERENISIMA;YOGUR ENTERO VAINILLA FIRME YOGURISIMO 2 X 125 GRS;21.6
1422;ADHESIVOS, PELIKAN;ADH SINTETICO PELIKAN 50ML;14.52
1423;BOLIGRAFO, BIC;BOLIG BIC ROUND STICK SURT X4U;17.86
1424;BOLIGRAFO, CARREFOUR;BOLIG CARREFOUR AZUL X4U;13.99
1425;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 AZUL X4U;9.9
1426;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 SURTIDO X4U;9.9
1427;BOLIGRAFO, PELIKAN;BOLIG POINTEC AZUL X4U;15.12
1428;BOLIGRAFO, FILGO;BOLIG RETRACTIL FILGO REAL GRIP NEGRO;6.9
1429;BORRATINTA, FILGO;BORRATINTA JET KILLER X2U;26.1
1430;CARTUCHO, FILGO;CARTUCHO FILGO AZUL X6U;8.62
1431;CARTUCHO, PELIKAN;CARTUCHO PELIKAN 2 CAJAS X6U C/U;53.56
1432;CRAYONES, PELIKAN;CRAYONES SYLVAPEN X12U;28.12
1433;CUADERNO, GLORIA / AMERICA;CUAD ARA A 42H RAY AZUL;25.28
1434;CUADERNO, GLORIA / AMERICA;CUAD T/F RAYADO 48H 48 HOJAS.;9.53
1435;LAPICERA, FILGO;LAPICERA FILGO TINTA GEL BORRAXION;45.85
1436;LAPIZ, PELIKAN;L.COLORES PELIKAN X12U;44.12
1437;LAPIZ, FILGO;L.GRAFITO FILGO SIGMA FLEX X4U;7.9
1438;LAPIZ, PELIKAN;L.GRAFITO PELIKAN C/GOMA X4U;28.12
1439;LAPIZ, FILGO;LAPIZ CORRECTOR CARREFOUR;16.2
1440;MINAS, FILGO;MINAS 2B FILGO 0.5MM;6.92
1441;MINAS, FILGO;MINAS B FILGO 0.5MM;6.92
1442;MINAS, FILGO;MINAS HB FILGO 0.5MM;6.92
1443;PORTAMINAS, FILGO;PORTAMINA FILGO REAL GRIP 0.5MM AZUL;6.33
1444;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO CUADRICULADO POR 96 HOJAS;23.45
1445;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO RAYADO POR 96 HOJAS;23.45
1446;RESALTADOR, FILGO;RESALT FILGO AMARILLO;9.93
1447;RESALTADOR, FILGO;RESALT FILGO CELESTE;9.93
1448;RESALTADOR, FILGO;RESALT FILGO NARANJA;9.93
1449;RESALTADOR, FILGO;RESALT FILGO ROSA;9.93
1450;RESALTADOR, FILGO;RESALT FILGO VERDE;9.93
1451;ESCARBADIENTES, IBERIA;PALILLERO ZODIACO X 50UNID;14.89
1452;PAÑALES, PAMPERS;PANALES TALLE G MEGA SUPERSEC PAMPERS X 22 UNI;88.39
1453;PAÑALES, PAMPERS;PANALES TALLE M MEGA SUPERSEC PAMPERS X 26 UNI;88.39
1454;PAÑALES, PAMPERS;PANALES TALLE PEQ SUPERSEC PAMPERS X 30 UNI;88.39
1455;PAÑALES, PAMPERS;PANALES TALLE XG MEGA SUPERSEC PAMPERS X 18 UN;88.39
1456;PAÑALES, PAMPERS;PANALES TALLE XXG MEGA SUPERSEC PAMPERS X 18 U;88.39
1457;ANTIPOLILLAS, AIRE PUR;ANTIPOLILLAS PERCHA LAVANDA AIRE PUR X 1 UNI;26.79
1458;MATA MOSCAS, MOSQUI TRAP;MATA MOSCAS Y MOSQUITOS AERO MOSQUI TRAP X400CC;34.13
1459;POLILLAS, IBERIA;NAFTALINA REFINADA MAXIMA PUREZA IBERIA X 200G;63.61
1460;REPELENTES, AGENT X;APARATO AHUYENTA MOSQUITOS S/VENENO AGENTX X 1 UNI;53.18
1461;TABLETAS, FUYI;TABLETAS MATA MOSCAS-MOSQUITOS FUYI X 16 UNI;24.91
1462;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVA RTO 2EN1 AIRE PUR X350GRS;98.01
1463;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVANDA 2EN1 AIRE PUR X 75 G;72.04
1464;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESODORANTE LAVANDA AIRE PUR X 1 U;98.01
1465;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD TRABLET VAINILLA AIRE PUR X 75 GRS;86.22
1466;AUTOBRILLO, SUIZA;AUTOBRILLO INCOLORO SUIZA DP X 900 CC;32.37
1467;AUTOBRILLO, SUIZA;AUTOBRILLO NEGRO SUIZA DP X 900 CC;32.37
1468;AUTOBRILLO, SUIZA;AUTOBRILLO ROJO SUIZA DP X 900 CC;32.37
1469;CERA, CLINSY;CERA LIQUIDA NATURAL CLINSY X 900CC;66.93
1470;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANT FRUTILLA GIGANTE X545CC;35.9
1471;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE LIMON GIGANTE X 545CC;35.9
1472;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE POMELO GIGANTE X 545CC;35.9
1473;DETERGENTES, MAGISTRAL;DETERGENTE MANZANA VERDE MAGISTRAL X 500 CC;30.77
1474;EN POLVO, ZORRO;JABON EN POLVO A/E CLASICO ZORRO X 3 KG;109.99
1475;EN POLVO, ZORRO;JABON EN POLVO BAJA ESPUMA CLASICO ZORRO X 3 KG;109.99
1476;ESPONJAS Y PANOS, VIRULANA;ESPONJA CON MULTIONDAS VIRULANA X 1 UNI;17.17
1477;ESPONJAS Y PANOS, VIRULANA;ESPONJA MULTIONDAS SIN RAYAS VIRULANA X 1 UNI;17.17
1478;ESPONJAS Y PANOS, VIRULANA;FIBRA ESPONJA LISA VIRULANA X 1 UNI;7.12
1479;JABON EN PAN, ZORRO;JABON EN PAN ESFERAS ACTIVAS ZORRO X 150 GRS;8.09
1480;JABON EN PAN, GIGANTE;JABON EN PAN LIMP CLASICA GIGANTE X 2UNI X 200 GRS;16.76
1481;JABON EN POLVO, GRANBY;GRANBY POLVO LAVADO TOTAL 24X800G;20.44
1482;LAVANDINA, AYUDIN;LAVANDINA CONCENTRADA AYUDIN X 1 LT;11.55
1483;LAVANDINA, QUERUBIN;LAVANDINA TRADICIONAL QUERUBIN X 2 LT;25.17
1484;LAVAZAPATILLA, IBERIA;LAVAZAPATILLA IBERIA X 300 CC;58.85
1485;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR COCINA ANTIGRASA CARREFOUR DP X 900 CC;17.1
1486;LIMPIADOR LIQUIDO, CIF;LIMPIADOR GEL FACIL ENJUAGUE CIF X 500 CC;43.78
1487;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR P/BANO CARREFOUR DP X 900 CC;19.34
1488;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR P/PISOS PLASTICOS Y FLOTANTES SUIZA;31.59
1489;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR PISOS PLASTIFICADOS SUIZA X 400 CC;15.87
1490;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR VIDRIOS CARREFOUR DP X 900 CC;17.41
1491;LIQUIDO, GIGANTE;BARRA QUITAMANCHAS GIGANTE X 1UNI;10.85
1492;LIQUIDO, ALGABO;JABON LIQUIDO FLORAL RAIN DOY PACK ALGABO X 300 CC;25.3
1493;LIQUIDO, ZORRO;JABON LIQUIDO P/ROPA CLASICO ZORRO DP X 1.5 CC;61.19
1494;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 3000CC;195
1495;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 800 CC;53.55
1496;LUSTRAMUEBLES, SUIZA;LUSTRAMUEBLE CREMA SUIZA X 200 CC;16.84
1497;PAPEL HIGIENICO, SCOTT;PAPEL HIGIENICO D/HOJA GOLD SCOTT 30 MTS X 4 UNI;42.8
1498;SUAVIZANTES, ZORRO;SUAVIZANTE BOUQUET DE GARDENIAS ZORRO X 900 CC;23.19
1499;SUAVIZANTES, GIGANTE;SUAVIZANTE P/ROPA FORM ECONOMIC GIGANTE X 900 CC;18.9
1500;ACONDICIONADOR, PLUSBELLE;ACONDICIONADOR BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
1501;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA HIDRA REV DUC X350CC;52.45
1502;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA RIZOS PERF DUC X350CC;52.45
1503;ACONDICIONADOR, DUC;ACONDICIONADOR C/SEDA LISO RADIANTE DUCX 350 CC;52.45
1504;ACONDICIONADOR, HERBAL ESSENCE;ACONDICIONADOR HIDRADISIACO HERBAL ESSENCES X300CC;45.75
1505;ALCOHOL ETILICO, PUROCOL;ALCOHOL ETILICO 96 MF X 500 CC;22.24
1506;ALCOHOL ETILICO, MF;ALCOHOL ETILICO EN GEL MF X 250 CC;34.77
1507;CREMA CORPORAL, HINDS;CREMA CORPORAL HIDRATACION ESENCIAL HINDS X 250 CC;41.11
1508;CREMA CORPORAL, NIVEA;CREMA CORPORAL REAFIRMANTE Q10 PLUS NIVEA X 250 CC;64.6
1509;CREMA CORPORAL, NIVEA;CREMA CORPORAL SOFT MILK C/KARITE NIVEA X 250 CC;49.28
1510;CUIDADO DE LA BARBA, BIC;MAQUINA DE AFEITAR COMFORT TWIN BIC X 5 UNI;42.37
1511;CUIDADO DE LA PIEL, BIC;MAQUINA DESECHABLE MUJER COMFORT3 BIC X 5 UNI;43.45
1512;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 150 C;35
1513;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 90 G;35
1514;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE AERO SIEM JOVEN PLUSBELLE X 210CC;34.99
1515;DESODORANTES, HINDS;ANTITRANSPIRANTE ROLLON FLOWERS HINDS X 60 GRS;22.55
1516;DESODORANTES, ETIQUET;ANTITRANSPIRANTE ROLLON HOMBRE ETIQUET X 60 GR;22.55
1517;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE ROLLON SIEM JOVEN PLUSBELLE X50CC;21.34
1518;DESODORANTES, NIVEA;ANTITRANSPIRTANTE FEM DRY NIVEA X 150 CC;38.2
1519;DESODORANTES, NIVEA;ANTITRANSPIRTANTE MASC DRY IMPACT NIVEA X 150 CC;38.2
1520;DESODORANTES, AXE;DESODORANTE BODYSPRAY BLACK NIGHT AXE X 150 CC;35
1521;HIGIENE FEMENINA, ALWAYS;TOALLA FEMENINA PLUS SUAVE C/ALAS ALWAYS X 8 UNI;24.53
1522;HISOPOS, Q-SOFT;HISOPOS Q SOFT ESTUCHE X 100 UNI;23.5
1523;JABON DE TOCADOR, CAMPOS VERDES;JABON TOCADOR ENERGIA DE SOL CAMPOS VERDES X120GRS;8.85
1524;JABON DE TOCADOR, KENIA;JABON TOCADOR GLICERINA KENIA 3 X 90 GRS;29.66
1525;OLEO, BABYBASIC;OLEO CALCAREO S/FRAGANCIA BABYBASIC X 500 CC;61.97
1526;PAÑUELOS, CAMPANITA;PANUELOS DESCARTABLES BOX CAMPANITA X 75 UNI;9.28
1527;PASTA DENTAL, SENSODYNE;CREMA DENTAL MULTIPROTECCION SENSODYNE X 50 GR;36.49
1528;PASTA DENTAL, KOLYNOS;CREMA DENTAL TRIPLE 1 2 3 KOLYNOS X 90 GRS;11.35
1529;PASTA DENTAL, AQUA;CREMA DENTAL TRIPLE PROTECCION AQUAFRESH X 85G;35.12
1530;PRESERVATIVOS, PRIME;PRESERVATIVO EXTRA LUBRICADO PRIME X 12 UNI;124.09
1531;PRESERVATIVOS, PRIME;PRESERVATIVO SUPER FINO PRIME X 12 UNI;124.09
1532;PRESERVATIVOS, TULIPAN;PRESERVATIVOS CLASSIC TULIPAN X 6 UNI;35.97
1533;PRESERVATIVOS, TULIPAN;PRESERVATIVOS SUPER FINO TULIPAN X 6 UNI;35.97
1534;PROTECTOR SOLAR, NIVEA;BLOQUEADOR SOLAR HIDRAT F30 NIVEA SUN X 200 CC;140.85
1535;PROTECTOR SOLAR, NIVEA;PROTECTOR SOLAR HIDRATAN F15 NIVEA SUN X 200CC;124.9
1536;REPELENTES, OFF;REPELENTE EN CREMA OFF X 200 GRS;43.99
1537;SHAMPOO, PLUSBELLE;SHAMPOO BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
1538;SHAMPOO, DUC;SHAMPOO C/ EXT DE SEDA RIZOS PERFECTOS DUCX 350 CC;52.45
1539;SHAMPOO, DUC;SHAMPOO C/ EXTR DE SEDA HIDRATA REVIT DUCX 350 CC;52.45
1540;SHAMPOO, DUC;SHAMPOO C/ EXTRA DE SEDA LISO RADIANTE DUCX 350 CC;52.45
1541;SHAMPOO, CLEAR;SHAMPOO CAIDA CONTROL CLEAR X 200 CC;46.63
1542;SHAMPOO, CLEAR;SHAMPOO CAIDA DEFENSE CLEAR X 200 CC;46.63
1543;SHAMPOO, CLEAR;SHAMPOO DUAL EFFECT 2EN1 CLEAR X 200 CC;46.63
1544;SHAMPOO, HERBAL ESSENCE;SHAMPOO HIDRADISIACO HERBAL ESSENCES X 300 CC;45.75
1545;SHAMPOO, CLEAR;SHAMPOO ICE COOL MENTHOL MEN CLEAR X 200 CC;46.63
1546;SHAMPOO, CLEAR;SHAMPOO SUAVIDAD Y BRILLO CLEAR X 200 CC;46.63
1547;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDA REFRESH QSOFT X 25 UNI;49.9
1548;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDAS ALOE VERA Q-SOFT DP X 50 UNI;25
1549;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLITAS DESMAQ HIDRATANTE Q-SOFT X 25 UNI;49.9
1550;TOALLA DEMAQUILLANTE, IDEAL;TOALLITAS HUMEDAS CLASICAS DOY PACK IDEAL X 70 UNI;23.9
1551;, ORAL B;CEPILLO DENTAL CLASSIC ORAL B X 1 UNI;23.48
1552;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 1 Babelito x 1 Un;39.4
1553;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 2 Babelito x 1 Un;41.28
1554;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 3 Babelito x 1 Un;41.28
1555;ADEREZOS, LA PARMESANA;MEZCLA DE SEMILLAS LA PARMESANA X 100 GRS;22.99
1556;ADEREZOS, LA PARMESANA;SEMILLAS DE CHIA LA PARMESANA X 100 GRS;15.3
1557;ADEREZOS, LA PARMESANA;SEMILLAS DE QUINOA LA PARMESANA X 100 GRS;57.25
1558;ARROZ, DOS HERMANOS;ARROZ INTEGRAL DOS HERMANOS X 1 KG;19.42
1559;ARROZ, MOLINOS ALA;ARROZ LARGO FINO 00000 MOLINOS ALA BOLSA X 500 GRS;10.15
1560;CONDIMENTOS, LA PARMESANA;OREGANO LA PARMESANA SOBRE X 25 GRS;19.99
1561;CONSERVAS, ARCOR;ARVEJAS SECAS REMOJADAS ARCOR LATA X 300 GRS;12.01
1562;CONSERVAS, MARECHIARE;ATUN AL NATURAL MARECHIARE LATA X 170 GRS;42.66
1563;CONSERVAS, PENNISI;ATUN AL NATURAL PENNISI X 170 GRS;42.66
1564;CONSERVAS, MARECHIARE;ATUN EN ACEITE MARECHIARE LATA X 170 GRS;42.66
1565;CONSERVAS, PENNISI;ATUN EN ACEITE PENNISI X 170 GRS;42.66
1566;CONSERVAS, MARECHIARE;CABALLA AL NATURAL MARECHIARE LATA X 380 GRS;38.34
1567;CONSERVAS, PENNISI;CABALLA AL NATURAL PENNISI X 380 GRS;38.34
1568;CONSERVAS, MARECHIARE;CABALLA EN ACEITE MARECHIARE LATA X 380 GRS;39.96
1569;CONSERVAS, PENNISI;CABALLA EN ACEITE PENNISI X 380 GRS;39.96
1570;CONSERVAS, ARCOR;CHOCLO EN GRANOS AMARILLO ARCOR LATA X 300 GRS;19
1571;CONSERVAS, INALPA;LENTEJAS SECAS REMOJADAS INALPA LATA X 350 GRS;18.35
1572;CONSERVAS, MARECHIARE;MERLUZA EN ACEITE MARECHIARE LATA X 380 GRS;30.24
1573;CONSERVAS, PENNISI;MERLUZA EN ACEITE PENNISI LATA X 380 GRS;31.86
1574;CONSERVAS, LA PARMESANA;SALSA PESTO DESHIDRATADA LA PARMESANA X 20 GRS;23
1575;CONSERVAS, SALSATI;SALSA POMAROLA SALSATI DP X 340 GRS;16.28
1576;HARINA DE MAIZ, CARREFOUR;POLENTA INSTANTANEA CARREFOUR X 500 GRS;12.54
1577;HARINA DE MAIZ, DEL CAMPO;POLENTA INSTANTANEA DEL CAMPO X 500 GRS;11.75
1578;HARINAS, CANUELAS;HARINA DE TRIGO 000 CANUELAS X 1 KG;8.34
1579;HARINAS, CASERITA;HARINA DE TRIGO 000 CASERITA X 1 KG;11.5
1580;HARINAS, BLANCAFLOR;HARINA DE TRIGO 0000 FORTIFIC BLANCAFLOR X 1 K;14.46
1581;MAYONESA, LA CAMPAGNOLA;MAYONESA LIGHT BC LA CAMPAGNOLA DOY PACK X500G;21.06
1582;PAN DE MESA, BIMBO;PAN ARABE BLANCO BIMBO X 230 GRS;33.48
1583;PAN DE MESA, FARGO;PAN DE SALVADO DOBLE SIN SAL FARGO X 400 GRS;30.51
1584;PAN DE MESA, LACTAL;PAN RODAJAS FINAS LACTAL X 380 GRS;24.88
1585;PAN RALLADO, MAMA COCINA;PAN RALLADO FORTIFICADO MAMA COCINA X 1 KG;38.97
1586;PAN RALLADO, CASERITA;PAN RALLADO VITA K CASERITA X 1 KG;38.72
1587;PASTAS SECAS, FAVORITA;FIDEOS CODITOS RAYADOS FORTIFIC FAVORITA X500GRS;10.79
1588;PASTAS SECAS, MANERA;FIDEOS MOSTACHOLES MANERA X 500 GRS;11.18
1589;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS MOSTACHOL BONANZA X 500G;10.49
1590;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS TIRABUZON BONANZA X 500G;12.59
1591;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS LARGOS SPAGHETTI BONANZA X 500 GR;10.49
1592;PASTAS SECAS, FAVORITA;FIDEOS TALLARIN FORTIFICADO FAVORITA X 500 GRS;10.79
1593;PASTAS SECAS, MANERA;FIDEOS TALLARINES MANERA X 500 GRS.;11.18
